文化多样性	2
春游芳草夏赏绿荷池	2
秋饮黄花酒冬吟白雪诗	2
危楼高百尺手可摘星辰	2
不能高声语恐惊天上人	2
来到清华两月多安身住在七号楼	1
同住房间人四个同坐合唱好开心	2
突然发生非典病人人感觉好忧愁	0
每日消毒真难受头痛眼花不安然	0
出去游玩不方便时刻腰牌不离身	0
思想家中路途远如今回家十分难	0
每日打电三两次无法接通耐不何	0
左思右想心不静十二时辰挂在心	0
非典越来越严重同甘共苦在北京	2
预防非典可不怕生命安全身健康	2
万众一心团结起坚决战胜非典病	2
六月大暑最难当太阳如火水如汤	0
美女跨入花园内忙忙脱衣下池塘	1
衣裳挂于杨柳树轻轻打水点鸳鸯	1
一来点得鸳鸯转看见森树有人藏	1
美女忙忙捡衣裳捡起衣裳来穿起	1
层穿层拔有层装穿了衣裳来借问	1
借问哪洲哪县人家住何洲并何县	1
姓甚名谁住哪方范郎答言小姐道	1
小姐听我说言章家住别洲并别县	1
床前明月光疑是地上霜	1
举头望明月低头思故乡	1
白日依山尽黄河入海流	1
欲穷千里目更上一层楼	2
一巡买了三朵花我娘日我不当家	0
当得家来女没分女是浮萍水上花	0
一绣童子哈哈笑二绣鲤鱼鲤双双	2
三绣金鸡伸长尾四绣海底李三娘	1
五绣五子来行孝六绣神仙吕洞宾	1
七绣七仙七姐妹八绣观音坐玉莲	1
九绣韩湘子吹笛十绣梅良玉爱花	1
家和万事兴	2
谁家今夜扁舟子何处相思明月楼	0
可怜楼上月裴回应照离人妆镜台	0
玉户帘中卷不去捣衣砧上扶还来	0
此时相望不相闻愿逐月华流照君	0
鸿雁长飞光不度鱼龙潜跃水成文	0
昨夜闲潭梦落花可怜春半不还家	0
江水流春去欲尽江潭落月复西斜	0
斜月沉沉藏海雾碣石潇湘无限路	0
不知乘月几人归落月摇情满江树	0
春江潮水连海平海上明月共潮生	2
滟滟随波千万里何处春江无月明	2
江流宛转绕芳甸月照花林皆似霰	2
空里流霜不觉飞汀上白沙看不见	1
江天一色无纤尘皎皎空中孤月轮	1
江岸何人初见月江月何年初照人	1
人生代代无穷已江月年年望相似	1
松下问童子言师采药去	1
只在此山中云深不知处	1
山川之美古来共谈	2
高峰入云清流见底	1
两岸石壁五色交辉	2
青林翠竹四时俱备	2
晓雾将歇猿鸟乱鸣	1
夕日欲颓沉鳞竞跃	1
实是欲界之仙都	2
自康乐以来未复有能与其奇者	2
山不在高有仙则名	2
水不在深有龙则灵	2
斯是陋室惟吾德馨	2
苔痕上阶绿草色入帘青	1
谈笑有鸿儒往来无白丁	2
可以调素琴阅金经	2
无丝竹之乱耳无案牍之劳形	2
南阳诸葛庐西蜀子云亭	1
孔子云何陋之有	2
岱宗夫如何齐鲁青未了	1
造化钟神秀阴阳割昏晓	1
荡胸生曾云决眦入归鸟	1
会当凌绝顶一览众山小	2
晨起动征铎客行悲故乡	0
鸡声茅店月人迹板桥霜	1
槲叶落山路枳花明驿墙	0
因思杜陵梦凫雁满回塘	2
一曲新诗酒一杯去年天气旧亭台	1
夕阳西下几时回	0
无可奈何花落去似曾相识燕归来	0
小园香径独徘回	1
飞来山上千寻塔闻说鸡鸣见日升	1
不畏浮云遮望眼自缘身在最高层	2
莫笑农家腊酒浑丰年留客足鸡猪	2
山重水复疑无路柳暗花明又一村	2
箫鼓追随春社近衣冠简朴古风存	2
从今若许闲乘月拄杖无时夜叩门	1
东临碣石以观沧海	1
水何澹澹山岛竦峙	1
树木丛生百草丰茂	1
秋风萧瑟洪波涌起	1
日月之行若出其中	1
星汉灿烂若出其里	1
幸甚至哉歌以咏志	2
结庐在人境而无车马喧	1
问君何能尔心远地自偏	1
采菊东篱下忧然见南山	2
山气日夕佳飞鸟相与还	2
此中有真意欲辨已忘言	2
日照香炉生紫烟遥看瀑布挂前川	1
飞流直下三千尺疑是银河落九天	1
君问归期未有期巴山夜雨涨秋池	0
何当共剪西窗烛却话巴山夜雨时	0
相见时难别亦难东风无力百花残	0
春蚕到死丝方尽蜡炬成灰泪始干	0
晓镜但愁云鬓改夜吟应觉月光寒	0
蓬山此去无多路青鸟殷勤为探看	1
无言独上西楼月如钩	0
寂寞梧桐深院锁清秋	0
剪不断理还乱是离愁	0
别是一般滋味在心头	0
红豆生南国春来发几枝	1
愿君多采撷此物最相思	2
春眠不觉晓处处闻啼鸟	1
夜来风雨声花落知多少	1
白日不到处青春恰自来	2
苔花如米小也学牡丹开	2
敕勒川阴山下	1
天似穹庐笼盖四野	1
天苍苍野茫茫风吹草低见牛羊	1
江南好风景旧曾谙	2
日出江花红胜火春来江水绿如蓝	2
能不忆江南	2
胜日寻芳泗水滨无边光景一时新	2
等闲识得东风面万紫千红总是春	2
秦时明月汉时关万里长征人未还	0
但使龙城飞将在不教胡马度阴山	0
横看成岭侧成峰远近高低各不同	1
不识庐山真面目只缘身在此山中	1
我家洗砚池头树朵朵花开淡墨痕	1
不要人夸好颜色只留清气满乾坤	2
滚滚长江东逝水浪花淘尽英雄	0
是非成败转头空	0
青山依旧在几度夕阳红	0
白发渔樵江渚上惯看秋月春风	1
一壶浊酒喜相逢	2
古今多少事都付笑谈中	1
枯藤老树昏鸦小桥流水人家古道西风瘦马	0
夕阳西下断肠人在天涯	0
大江东去浪淘尽千古风流人物	1
故垒西边人道是三国周郎赤壁	1
乱石穿空惊涛拍岸卷起千堆雪	1
江山如画一时多少豪杰	2
遥想公瑾当年小乔初嫁了雄姿英发	1
羽扇纶巾谈笑间樯橹灰飞烟灭	2
故国神游多情应笑我早生华发	1
人生如梦一尊还酹江月	2
冷冷清清凄凄惨惨	0
乍暖还寒时候最难将息	0
三杯两盏淡酒怎敌他晚来风急	0
雁过也正伤心却是旧时相识	0
满地黄花堆积憔悴损如今有谁堪摘	0
守着窗儿独自怎生得黑	0
梧桐更兼细雨到黄昏点点滴滴	0
这次怎一个愁字了得	0
行路难行路难多歧路今安在	0
长风破浪会有时直挂云帆济沧海	2
海内存知己天涯若比邻	2
问渠那得清如许为有源头活水来	2
天生我材必有用千金散尽还复来	2
丈夫志四海万里犹比邻	2
大漠孤烟直长河落日圆	1
明日复明日明日何其多	0
我生待明日万事成失足	0
人生自古谁无死留取丹心照汗青	2
长风破浪会有时直挂云帆济沧海	2
博观而约取厚积而薄发	2
老骥伏枥志在千里	2
烈士暮年壮心不已	2
狮子眼鼓鼓摩菜子煮豆腐	1
酒放热些烧肉放烂些煮	1
远上寒山石径斜白云生处有人家	2
停车坐爱枫林晚霜叶红于二月花	2
独怜幽草涧边生上有黄鹂深树鸣	2
春潮带雨晚来急野渡无人舟自横	0
春花秋月何时了	0
往事知多少	0
小楼昨夜又东风故国不堪回首月明中	0
雕栏玉砌应犹在只是朱颜改	0
问君能有几多愁	0
恰似一江春水向东流	1
天门中断楚江开碧水东流至此回	2
两岸青山相对出孤帆一片日边来	1
京口瓜洲一水间钟山只隔数重山	0
春风又绿江南岸明月何时照我还	0
千山鸟飞绝万径人踪灭	0
孤舟蓑笠翁独钓寒江雪	0
国破山河在城春草木深	0
感时花溅泪恨别鸟惊心	0
烽火连三月家书抵万金	0
白头搔更短浑欲不胜簪	0
沉舟侧畔千帆过病树前头万木春	2
今日听君歌一曲暂凭杯酒长精神	2
好雨知时节当春乃发生	2
随风潜入夜润物细无声	1
野径云俱黑江船火独明	1
晓看红湿处花重锦官城	1
朝辞白帝彩云间千里江陵一日还	2
两岸猿声啼不住轻舟已过万重山	2
丙辰中秋欢饮达旦	2
大醉作此篇兼怀子由	1
明月几时有把酒问青天	1
不知天上宫阙今夕是何年	1
我欲乘风归去又恐琼楼玉宇高处不胜寒	1
起舞弄清影何似在人间	2
转朱阁低绮户照无眠	0
不应有恨何事长向别时圆	0
人有悲欢离合月有阴晴圆缺此事古难全	1
但愿人长久千里共婵娟	2
蒹葭苍苍白露为霜	1
所谓伊人在水一方	2
溯洄从之道阻且长	0
溯游从之宛在水中央	1
关关雎鸠在河之洲	1
窈窕淑女君子好逑	2
参差荇菜左右流之	1
窈窕淑女寤寐求之	2
蒹葭萋萋白露未晞	1
所谓伊人在水之湄	1
溯洄从之道阻且跻	0
溯游从之宛在水中坻	1
蒹葭采采白露未已	1
所谓伊人在水之涘	1
溯洄从之道阻且右	0
溯游从之宛在水中沚	1
求之不得寤寐思服	0
悠哉悠哉辗转反侧	0
参差荇菜左右采之	1
窈窕淑女琴瑟友之	2
参差荇菜左右芼之	1
窈窕淑女钟鼓乐之	2
富贵不能淫贫贱不能移	2
威武不能屈此之谓大丈夫	2
安得广厦千万间大庇天下寒士俱欢颜	2
风雨不动安如山	2
故天将降大任于是人也必先苦其心志	0
劳其筋骨饿其体肤	0
空乏其身行拂乱其所为	0
所以动心忍性曾益其所不能	1
虽有嘉肴弗食不知其旨也	1
虽有至道弗学不知其善也	1
是故学然后知不足教然后知困	1
知不足然后能自反也	2
知困然后能自强也	2
故日教学相长也	2
风声雨声读书声声声入耳	1
国事家事天下事事事关心	1
事能知足心常乐	2
人到无求品自高	2
不飞则己一飞冲天	2
不鸣则己一鸣惊人	2
博学之审问之慎思之	1
明辨之笃行之	2
宝剑锋从磨砺出	2
梅花香白苦寒来	2
非淡泊无以明志	2
非宁静无以致远	2
路曼曼其修远兮	1
吾将上下而求索	1
执子之手与子偕老	2
少年易老学难成	0
一寸光阴不可轻	1
投我以木桃报之以琼瑶	2
高山仰止景行行止	2
万事如意一帆风顺	2
琴瑟在御莫不静好	2
伯牙善鼓琴钟子期善听	2
伯牙鼓琴志在高山	2
钟子期曰善哉峨峨兮若泰山	2
志在流水善哉洋洋兮若江河	2
水陆草木之花可爱者甚蕃	2
晋陶渊明独爱菊	2
自李唐来世人甚爱牡丹	2
予独爱莲之出淤泥而不染	2
濯清涟而不妖	2
中通外直不蔓不枝	2
香远益清亭亭净植	2
可远观而不可亵玩焉	1
予谓菊花之隐逸者也	2
牡丹花之富贵者也	2
莲花之君子者也	1
噫菊之爱陶后鲜有闻	1
莲之爱同予者何人	1
牡丹之爱宜乎众矣	1
君子以文会友	1
学而不思则罔思而不学则殆	1
鱼我所欲也熊掌亦我所欲也	2
二者不可得兼舍鱼而取熊掌者也	1
生亦我所欲也义亦我所欲也	0
二者不可得兼舍生而取义者也	1
有朋自远方来不亦乐乎	0
君子成人之美	2
温故知新知者乐水	2
仁者乐山知者动	2
仁者静知者乐仁者寿	1
敏而好学不耻下问	2
见贤思齐见不贤而内自省也	2
士不可以不弘毅任重而道远	2
博学于文约之以礼	2
不积跬步无以至千里	2
不积小流无以成江海	2
岁寒然后知松柏之后凋也	2
千里之行始于足下	2
无冥冥之志者无昭昭之明	2
无惛惛之事者无赫赫之功	1
精诚所至金石为开	1
道可道非常道	2
名可名非常名	2
知人者智自知者明	2
言必信行必果	2
学⽽时习之不亦说乎	2
有朋自远方来不亦乐乎	2
人不知而不愠不亦君子乎	2
吾日三省吾身	2
为人谋而不忠乎	2
与朋友交而不信乎	1
上善若水	1
钟山风雨起苍黄	1
百万雄师过大江	1
虎踞龙盘今胜昔	2
天翻地覆慨而慷	2
宜将剩勇追穷寇	2
不可沽名学霸王	2
传天若有情天亦老	2
人间正道是沧桑	2
山快马加鞭未下鞍	2
惊回首离天三尺三	2
山倒海翻江卷巨澜	2
奔腾急万马战犹酣	2
山刺破青天锷未残	2
天欲堕赖以拄其间	2
挥手从兹去	2
更那堪凄然相向	1
苦情重诉	0
眼角眉梢都似恨	0
热泪欲零还住	0
知误会前番书语	0
过眼滔滔云共雾	0
算人间知己吾和汝	0
记得当年草上飞	1
红军队里每相违	2
长征不是难堪日	1
战锦方为大问题	1
斥鷃每闻欺大鸟	2
昆鸡长笑老鹰非	2
君今不幸离人世	2
国有疑难可问谁	2
我失骄杨君失柳	0
杨柳轻飏直上重霄九	0
问讯吴刚何所有	1
吴刚捧出桂花酒	1
寂寞嫦娥舒广袖	0
万里长空且为忠魂舞	2
忽报人间曾伏虎	2
泪飞顿作倾盆雨	0
红军不怕远征难	2
万水千山只等闲	2
五岭逶迤腾细浪	2
乌蒙磅礴走泥丸	2
金沙水拍云崖暖	1
大渡桥横铁索寒	0
更喜岷山千里雪	2
三军过后尽开颜	2
九嶷山上白云飞	1
帝子乘风下翠微	1
斑竹一枝千滴泪	0
红霞万朵百重衣	1
洞庭波涌连天雪	1
长岛人歌动地诗	2
我欲因之梦寥廓	2
芙蓉国里尽朝晖	2
人生易老天难老	1
岁岁重阳今又重阳	1
战地黄花分外香	2
一年一度秋风劲	1
不似春光胜似春光	2
寥廓江天万里霜	1
天高云淡望断南飞雁	0
不到长城非好汉	2
屈指行程二万	1
六盘山上高峰	1
红旗漫卷西风	2
今日长缨在手	1
何时缚住苍龙	2
赤橙黄绿青蓝紫	1
谁持彩练当空舞	1
雨后复斜阳关山阵阵苍	1
当年鏖战急弹洞前村壁	0
装点此关山今朝更好看	2
风雨送春归飞雪迎春到	2
已是悬崖百丈冰犹有花枝俏	2
俏也不争春只把春来报	2
待到山花烂漫时她在丛中笑	2
大雨落幽燕白浪滔天	1
秦皇岛外打鱼船	1
一片汪洋都不见知向谁边	1
往事越千年魏武挥鞭	1
东临碣石有遗篇	1
萧瑟秋风今又是换了人间	2
东方欲晓莫道君行早	2
踏遍青山人未老	2
风景这边独好	2
会昌城外高峰	1
颠连直接东溟	1
战士指看南粤	1
更加郁郁葱葱	2
子在川上曰逝者如斯夫	0
一桥飞架南北天堑变通途	2
更立西江石壁	1
截断巫山云雨高峡出平湖	2
神女应无恙当惊世界殊	2
才饮长沙水又食武昌鱼	1
万里长江横渡极目楚天舒	2
不管风吹浪打胜似闲庭信步	2
今日得宽馀	2
壁上红旗飘落照西风漫卷孤城	2
保安人物一时新	1
洞中开宴会招待出牢人	2
纤笔一枝谁与似	2
三千毛瑟精兵	2
阵图开向陇山东	1
昨天文小姐今日武将军	2
三上北高峰杭州一望空	1
飞凤亭边树桃花岭上风	2
热来寻扇子冷去对美人	2
一片飘飘下欢迎有晚莺	2
一下二三里青村四五家	1
楼台六七座八九十枝花	1
锄禾日当午汗滴禾下土	1
安知盘中餐粒粒皆辛苦	1
床前明月光门下白地霜	1
夜起望明月低头思故乡	0
人家杀猪羊曲预向天歌	2
白毛浮绿水红掌青叶子	2
一年之计在与春一日之计在于晨	2
一家之计在与和一生之计在于勤	2
责人之心责己恕己之心恕人	2
守口如瓶防御如城	1
宁可负我切莫负人	2
再三须重视第一莫欺心	0
虎生犹可近人熟不堪亲	0
来说是非者便是是非人	1
远水难救近火远亲不如近邻	1
风流何用穿衣多	1
光阴似箭日月如梭	1
天时不如地利地利不如人和	2
黄金不为贵安福值钱多	2
世上万般皆下品思量惟有读书高	2
世间好语书说尽天下名山僧占多	1
为善最富作恶难逃	2
羊有跪乳之恩	2
有田不耕疏空归有书不读子孙愚疏	0
同君一夜话胜读十年书	2
人不通古今马牛如襟	0
茫茫四海人无数哪个男儿是丈夫	1
杯酒醉成起好客黄金散尽为收书	2
救人一命胜造七级浮屠	0
城门失火殃及池鱼	0
庭前生瑞草好事不如无	2
欲求生富贵须下死功夫	2
百年成之不足一旦坏之有余	0
七十古来稀	1
养儿代老积谷防饥	2
数口之家可以无饥样	2
常将有时思无日	2
一岁女手上珠二岁女裙脚婴	2
三岁学行亦学走四岁提篮入菜园	2
五岁搭婆炒茶叶六岁搭母养蚕婴	2
七岁篱上织细综八岁上车捡细纱	2
一打戒指对牡丹二打金鸟对风凰	2
三打天上娥眉月四打童子拜观音	1
五打五子来行孝六打神仙吕洞宾	1
七打上天七姐妹八打狮子滚绣球	2
九打黄龙来戏水十打鲤鱼跳龙门	2
一取天上娥眉月二取狮子抢绣球	2
三取三星三结仪四取童子拜观音	2
五取五娘落文镜六取金鸟对风凰	2
七取天上七姐妹八取神仙吕洞宾	2
九取黄龙来优水十取鲤鱼跳龙门	2
初步出山幼阳鸟不会拍翅开嘴啼	2
啼得高声人取笑啼得低声人不闻	2
先开金玉花后结弯嘴桃	1
打开全天下遮在世间人	0
有女不会嫁嫁入乔底下	0
夜里同鬼睡问你怕不怕	0
身坐凉床吹玉笛手拿文笔点珍珠	1
口吹清烟自来味红灯照亮几时收	1
春天不下种四季不开花	0
一时结扁豆一时结西瓜	1
上街又有猪羊肉下街花酒满城香	2
街头买张青绵纸修书拜见孔子堂	1
一拜先生为父母二拜先生为爷娘	1
三拜三千徒弟子深深礼拜入师堂	1
四拜圣人将完了笔共研石书共箱	1
白浪同行同凳坐夜间同被又同床	2
英台夜间连衣睡	1
连衣不脱先上床	1